2011-120,ELEVATOR MAINTENANCE FOR VARIOUS CITY BUILDINGS,AMERICAN ELEVATOR,,,,,,
2011-122,DELL OPTIPLEX 980 DT AND DELL LATTITUDE E5510 COMPUTERS,"CHECKPOINT SERVICES, INC.",,,,,,
2011-123,ONE SINGLE & FIVE DUAL PURPOSE POLICE CANINES,ADLERHORST INTERNATIONAL INC,,,,,,
2011-124,ARRA BTOP VIRTUAL VILLAGE,"DECISION TREE, INC.",,,,,,
2011-125,"DESIGN, FURNISH & INSTALL NEW CLEAN AGENT INERT GAS FIRE SUPPRESSION SYSTEM","ASSURANCE FIRE PROTECTION, LLC",,,,,,
2011-126,2011 SIDEWALK GAP PROGRAM,"CPME, LLC.",,,,,,
2011-127R,GOLF COURSE MANAGEMENT FIRM,"KEMPERSPORTS MANAGEMENT, INC.",,,,,,
2011-129,DOCUMENT SCANNING AND SHREDDING SERVICES,"DATAXPORT.NET, LLC",,,,,,
2011-131,PANASONIC TOUGHBOOK COMPUTERS AND DOCKING STATIONS,"PORTABLE COMPUTER SYSTEMS, INC., dba PCS MOBIL",,,,,,
2011-132,HEALTH DEPARTMENT FACILITY FURNITURE,BROWN INTERIOR SOLUTIONS,,,,,,
2011-133,ENVIRONMENTAL SERVICES UNIFORMS,BAZAAR UNIFORMS AND MEN'S STORE,,,,,,
2011-134,LIBRARY PAINTING SERVICES,"MIRADOR ENTERPRISES, INC.",,,,,,
2011-135,DETROIT DIESEL ENGINE PARTS AND SERVICE,STEWART & STEVENSON POWER PRODUCTS LLC,,,,,,
2011-137,HEAVY DUTY BRAKE PARTS AND COMPONENTS,"WOFFORD TRUCK PARTS, INC.",,,,,,
2011-138,SPAY/NEUTER VOUCHER PROGRAM,"PETS ALIVE-EL PASO, INC.",,,,,,
2011-139,AIR SERVICE DEVELOPMENT CONSULTING SERVICES,"SIXEL CONSULTING GROUP, INC",,,,,,
2011-140,SOFTWARE MAINTENANCE FOR FIRE DEPARTMENT,"TIBURON, INC.",,,,,,
2011-143,PERMIT-BASED THIRD PARTY RESIDENTIAL BUILDING INSPECTORS,"V1-BUREAU VERITAS NORTH AMERICA, INC., V2-CODE COMPLIANCE INSPECTIONS, PC, V3-ECM INTERNATIONAL, INC., V4-MICHELLE'S VENTURE'S dba VISION CONSULTANTS, INC.",,,,,,
2011-144,FIRE STATION #31,"BANES GENERAL CONTRACTORS, INC.",,,,,,
2011-145,GEORGE DIETER & ROJAS STORM DRAINAGE IMPROVEMENTS,"MARTINEZ BROS. CONTRACTORS, LLC",,,,,,
2011-146,BODY ARMOR CARRIERS AND BALLISTIC PLATES,"V1-CASCO INDUSTRIES, INC. (ALTERNATE 1), V2-TACTICAL GEAR NOW, INC.",,,,,,
2011-147,BANQUET HALL AND CATERING SERVICES,EL PASO CONVENTION AND PERFORMING ARTS CENTER-SMG,,,,,,
2011-148,HIRSCH ACCESS CONTROL SYSTEM UPGRADE ,ADVANCED SECURITY CONTRACTORS INC,,,,,,
2011-149R,PEOPLESOFT RE-IMPLEMENTATION PROJECT,CHERRYROAD TECHNOLOGIES INC.,,,,,,
2011-150,PROTECTIVE VESTS FOR EL PASO POLICE DEPARTMENT CRISIS MANAGEMENT TEAM,UNIFORMS OF TEXAS,,,,,,
2011-152,SCOTT HEALTH AND SAFETY PROPRIETARY PRODUCTS (SCBA),"V1-FIRE SERVICE EQUIPMENT, INC., V2-DACO FIRE EQUIPMENT",,,,,,
2011-153,CHAMIZAL NEIGHBORHOOD WEED AND SEED GANG PREVENTION AND INTERVENTION YOUTH LIFE SKILLS PROGRAM,"PINNACLE SOCIAL SERVICES, LLC",,,,,,
2011-154,CHAMIZAL NEIGHBORHOOD WEED AND SEED SUMMER YOUTH CAMP,CHAMIZAL PROJECT,,,,,,
2011-155,CHAMIZAL NEIGHBORHOOD WEED AND SEED DOMESTIC VIOLENCE SERVICES PROGRAM,"PINNACLE SOCIAL SERVICES, LLC",,,,,,
2011-157,FLORATINE PRODUCTS - FLORATINE TURF FERTILIZER,"TURF CARE OF TEXAS, LLC",,,,,,
2011-159,VEHICLE BATTERIES,CONTINENTAL BATTERY COMPANY,,,,,,
2011-161,CAPISTRANO PARK IMPROVEMENTS,"CPME, L.L.C.",,,,,,
2011-163,"EXTERMINATING SERVICES - CENTERS, POOLS AND SHELTERS",EVERETT'S PEST MANAGEMENT,,,,,,
2011-164,CLINT LANDFILL NEW SCALE,"RUSTY'S WEIGH SCALES & SERVICE, INC.",,,,,,
2011-166,TRAPEZE ITS AVL HARDWARE AND SOFTWARE MAINTENANCE AGREEMENT,"TRAPEZE ITS USA, LLC",,,,,,
2011-167,TRAPEZE SOFTWARE GROUP PASS-IVR-CT-MDT,TRAPEZE SOFTWARE GROUP,,,,,,
2011-169,ROJAS MEDIANS LANDSCAPE,"PRIME IRRIGATION & LANDSCAPE, INC.",,,,,,
2011-170,VEHICLE TRACKING DEVICES,"DTC COMMUNICATIONS, INC.",,,,,,
2011-171,TRUCKS - GASOLINE AND DIESEL FUEL,"V1-CASA FORD INC., V2-DICK POE DODGE LP",,,,,,
2011-172,VANS PROPANE FUEL,"CASA FORD, INC.",,,,,,
2011-173R,COMPREHENSIVE AIRPORT LIABILITY INSURANCE,"WELLS FARGO INSURANCE SERVICES USA, INC. (PHOENIX AVIATION MANAGERS THROUGH OLD REPUBLIC INSURANCE GROUP)",,,,,,
2011-174,LICENSE UPDATES,ORACLE AMERICA INC.,,,,,,
2011-177,SPAY/NEUTER VAN SERVICES,"DR. ALVARO MEDINA, DVM",,,,,,
2011-178,SOLAR TRASH COMPACTORS,"EXERPLAY, INC.",,,,,,
2011-180,ROADSIDE TIRE SERVICE,BRIDGESTONE/FIRESTONE dba GCR TIRE CENTERS,,,,,,
2011-182,DENTAL SUPPLIES,"HENRY SCHEIN, INC.",,,,,,
2011-184,JANITORIAL SERVICES ,CCBS BUILDING SERVICES,,,,,,
2011-186,SUN METRO NEW LOGO BUS DECALS,BE! GRAPHICS,,,,,,
2011-187,INTERNATIONAL BRIDGES (STANTON & PASO DEL NORTE) i3DVR SECURITY CAMERA SYSTEMS AND HIRSCH ACCESS CONTROL SYSTEM,"ADVANCED SECURITY CONTRACTORS, INC.",,,,,,
2011-188,BALLISTIC ARMORED TACTICAL TRANSPORT (B.A.T.T.),"THE ARMORED GROUP, LLC.",,,,,,
2011-190,CITY OF EL PASO MUNICIPAL VEHICLE STORAGE FACILITY,"BYERS CONSTRUCTION, INC.",,,,,,
2011-191,SOUTHSIDE PARK IMPROVEMENTS,"PRIME IRRIGATION & LANDSCAPE, INC.",,,,,,
2011-192,CLINT LANDFILL ACCESS ROAD & PUBLIC DROP-OFF AREA,"SAAB SITE CONTRACTORS, L.P.",,,,,,
2011-193,FIBER OPTIC NETWORK - SYSTEM 5 EXTENSION AND SYSTEM 6,"TRI-STATE ELECTRIC, LTD.",,,,,,
2011-195,"HYDRAULICS,  AIR HOSES AND FITTINGS",dba HOSE POWER USA-GRANBERRY SUPPLY CORP.,,,,,,
2011-196,DIGITAL BOOK TECHNOLOGY AND SERVICES,"OVERDRIVE, INC.",,,,,,
2011-197,WHEELCHAIR ACCESSIBLE ADA TRANSPORTATION SERVICES,"LULAC PROJECT AMISTAD, INC. dba PROJECT AMISTAD
TERMINATED",,,,,,
2011-199R,PROFESSIONAL UNDERWRITER SERVICES,"V1-MORGAN STANLEY & CO. INCORPORATED, V2-MERRILL LYNCH, PIERCE, FENNER & SMITH, INC., V3-CITIGROUP GLOBAL MARKETS, INC., V4-MORGAN KEEGAN & COMPANY INC., V5-RBC CAPITAL MARKETS, LLC, V6-WELLS FARGO BANK NATIONAL ASSOCIATION, V7-SOUTHWEST SECURITIES, INC., V8-BARCLAYS CAPITAL INC.",,,,,,
2011-203R,FORECLOSURE MANAGEMENT AND CONSULTING SERVICES,FIRTH JOHNSTON MARTINEZ,,,,,,
2011-204,CISCO NETWORK HARDWARE/SOFTWARE IMPLEMENTATION SERVICES,"SIGMA SOLUTIONS, INC.",,,,,,
2011-205,HP PERFORMANCE OPTIMIZED DATA CENTER POD,HEWLETT-PACKARD COMPANY,,,,,,
2011-207,HEWLETT-PACKARD SERVER SOFTWARE AND SUPPORT,HEWLETT-PACKARD COMPANY,,,,,,
2011-208,HEWLETT-PACKARD TESTING AND START UP SERVICES AND 3 YEAR SUPPORT,HEWLETT-PACKARD COMPANY,,,,,,
2011-210,LNG PURCHASE AND DELIVERY,"CLEAN ENERGY, dba CALIFORNIA CLEAN ENERGY CORP.",,,,,,
2011-211,CLINT CELL LINING CELLS 7-10 (REBID),"M LEE CORP., INC.",,,,,,
2011-212,"FURNISH & INSTALL NEW, ROLLING, OVERHEAD, STEEL DOORS",AMARR COMPANY,,,,,,
2011-214R,ON-SITE ANIMAL ADOPTION SERVICES,THE HUMANE SOCIETY OF EL PASO,,,,,,
2011-215,GRAN CIMA RE-SURFACING & DRAINAGE IMPROVEMENTS,"JAR CONCRETE, INC. dba JAR CONSTRUCTION,INC.",,,,,,
2011-216,REPAIR PARTS AND SERVICE FOR WHEEL CHAIR LIFTS,GILLIG LLC,,,,,,
2011-217,INDUSTRIAL SUPPLIES,"W.W. GRAINGER, INCORPORATED",,,,,,
2011-218,BTOP MICROWAVE SYSTEM,"ESI COMPANIES, INC.",,,,,,
2011-219,CHIHUAHUITA PARK IMPROVEMENTS,"MIMBELA CONTRACTORS, INC.",,,,,,
2011-221,BLACKIE CHESHER HANDBALL COURT,"SMART CON, LLC-TERMINATED EFFECTIVE 9-13-2011/NEW VENDOR ALLEN CONCRETE, INC.",,,,,,
2011-223,MOBILE SPECIALTY TECHNOLOGY VEHICLE,"FARBER SPECIALTY VEHICLES,INC.",,,,,,
2011-226,BUS TRANSMISSION & EXCHANGE PROGRAM,STEWART & STEVENSON POWER PRODUCTS LLC,,,,,,
2011-230,BUS WINDSHIELDS & GLASS,"V1-CURVED GLASS DISTRIBUTORS, V2-H & J ALAMO AUTO GLASS, V3-NEW FLYER INDUSTRIES CANADA ULC, V4-NORTH AMERICAN BUS INDUSTRIES, INC., V5-PREVOST CAR (US) INC., V6-SAFELITE FULFILLMENT, V7-SOUTHWEST AUTO GLASS",,,,,,
2011-231,ORACLE MODULES FOR PEOPLESOFT,"ORACLE AMERICA, INC.",,,,,,
2011-233,BTOP PHASE II DELL COMPUTERS,"CHECKPOINT SERVICES, INC.",,,,,,
2011-234,CISCO EQUIPMENT,"SIGMA SOLUTIONS, INC.",,,,,,
2011-237,BTOP FURNITURE PHASE II,"FACILITIES CONNECTION, INC.",,,,,,
2011-238,PHYSIO-CONTROL TECHNICAL SERVICE SUPPORT AGREEMENT,"PHYSIO-CONTROL, INC.",,,,,,
2011-239R,VEHICLE RENTAL CONCESSIONAIRE,"V1-THE HERTZ CORPORATION dba HERTZ and dba ADVANTAGE RENT A CAR, V2-AVIS RENT A CAR SYSTEM, LLC, V3-EAN HOLDINGS, LLC dba ENTERPRISE RENT A CAR, V4-DTG OPERATIONS, INC. dba DOLLAR RENT A CAR and dba THRIFTY CAR RENTAL, V5-EAN HOLDINGS, LLC dba NATIONAL CAR RENTAL, V6-EAN HOLDINGS, LLC dba ALAMO RENT A CAR, V7-BUDGET RENT A CAR OF EL PASO, INC.",,,,,,
2011-240,30 YD HD BATHTUB CONTAINER,WASTEQUIP,,,,,,
2011-242,MICROSOFT ACTIVE DIRECTORY MEDIATION,"CATAPULT SYSTEMS, INC.",,,,,,
2011-244,REMANUFACTURED ELECTRICAL COMPONENTS,"V1-KIRK'S AUTOMOTIVE, INC., V2-MUNCIE RECLAMATION SUPPLY dba MUNCIE TRANSIT SUPPLY",,,,,,
2011-246,BACKFLOW PREVENTERS INSPECTION SERVICES,"EP INTEGRATED FIRE SYSTEMS & CONCEPTS, LLC",,,,,,
2011-247,MUSIC UNDER THE STARS 4TH OF JULY FIREWORKS DISPLAY,"ATLAS ENTERPRISES, INC.",,,,,,
2011-248,SOUTH EL PASO SENIOR CENTER PARK IMPROVEMENTS,"MARTINEZ IRRIGATION AND LANDSCAPES, INC.",,,,,,
2011-250,FIRE APPARATUS QUINT 31,"DACO FIRE EQUIPMENT, INC.",,,,,,
2011-251,CASE MANAGEMENT SOFTWARE,"TYLER TECHNOLOGIES, INC.",,,,,,
2011-252,MULTIGAS DETECTORS (AIR MONITORING EQUIPMENT),"W.W. GRAINGER , INCORPORATED",,,,,,
2011-253,"SPORTS OFFICIALS (BASEBALL, BASKETBALL, FOOTBALL, HOCKEY, SOCCER AND VOLLEYBALL)",EL PASO UMPIRES ASSOCIATION (TASO),,,,,,
2011-255,PRINT BUS PASSES,"SOUTHLAND PRINTING COMPANY, INC.",,,,,,
2011-256,UV FILTRATION SYSTEM FOR ARMIJO AND PAVO REAL POOLS,"AQUATIC ENVIRONMENTAL SYSTEMS, INC.",,,,,,
2011-257R,LAS VILLITAS EXHIBIT FABRICATION,"CAPITOL EXHIBIT SERVICES, INC.",,,,,,
2011-258,ROLL-OFF TRUCKS,"RJ BORDER MANAGEMENT, LLC dba BORDER INTERNATIONAL TRUCKS",,,,,,
2011-260,MEMORIAL PARK BRANCH LIBRARY IMPROVEMENTS,"BLAIR-HALL CO., INC.",,,,,,
2011-261,BULK WASTE CRANE TRUCK,"CHASTANG ENTERPRISES, INC.",,,,,,
2011-262,HYDRAULIC & AIR HOSES,"NORTH AMERICAN BUS INDUSTRIES, INC.",,,,,,
2011-263,STILES DRIVE STREET AND DRAINAGE IMPROVEMENTS PHASE 1,"JAR CONCRETE, INC. dba JAR CONSTRUCTION, INC.",,,,,,
2011-264,HEAVY DUTY HYDRAULIC PARTS AND RELATED COMPONENTS - REBID,"TRUCK ENTERPRISES, INC.",,,,,,
2011-265,OFFICE FURNITURE,BUSINESS INTERIORS,,,,,,
2011-266,PERKINS PROPRIETARY PARTS,"TEXAN WASTE EQUIPMENT, INC. dba HEIL OF TEXAS",,,,,,
2011-267,ALUMINUM SIGN BLANKS (REBID),"V1-VULCAN, INC. (ITEMS 1 TO 10), V2-MANDEL METALS,INC. (ITEM 11)",,,,,,
2011-268,MOBILE GATEWAY,"INSIGHT PUBLIC SECTOR, INC.",,,,,,
2011-269,VENDING MACHINE SERVICES,"V1-PEPSI BEVERAGES COMPANY, V2-MCLIFF PARTNERS, LTD. (OPTION 2)",,,,,,
2011-270,HORIZON SOFTWARE AND THIRD PARTY SUBSCRIPTION MAINTENANCE,SIRSIDYNIX CORPORATION,,,,,,
2011-273,BUS TIRE RENTAL,"BRIDGESTONE AMERICAS TIRE OPERATIONS, LLC",,,,,,
2011-275,PARATECH MISSION SPECIFIC TENDER TRAILERS,W. W. GRAINGER INCORPORATED,,,,,,
2011-278R,APPRAISAL SERVICES - NEIGHBORHOOD STABILIZATION PROGRAM,"V1-@ 50 ENTERPRISES dba THE POWERS GROUP, V2-EL PASO ASSET REAL ESTATE LLC,dba ASSET APPRAISAL",,,,,,
2011-279R,INTERNAL PEOPLESOFT PROJECT IMPLEMENTATION MANAGER,"LURIE BESIKOF LAPIDUS & COMPANY, LLP",,,,,,
2011-280,ROLLCALL SCHOOL SURVEILLANCE SOFTWARE,"TALHO-BERTHA ONTIVEROS REJECTED, NEW # 2011-313",,,,,,
2011-281,PURCHASE 34 EL DORADO AERO TECH 240 PARATRANSIT VEHICLES,"TEXAS BUS SALES, INC.",,,,,,
2011-282,PURCHASE 10-MV1 PARATRANSIT VEHICLES,"MV SALES & LEASING, INC.",,,,,,
2011-284,BTOP ENDPOINT CONNECTIVITY,"SIGMA SOLUTIONS, INC.",,,,,,
2011-285,MICROSOFT OFFICE NON-CITY SITES,"CHECKPOINT SERVICES, INC.",,,,,,
2011-286,23-YARD ELEVATING SCRAPER,WAGNER EQUIPMENT CO.,,,,,,
2011-288,EPPD COMPUTER REPLACEMENT,"CHECKPOINT SERVICES, INC.",,,,,,
2011-290,GFI GENFARE/SPX FAREBOXES TICKET VENDING MACHINES,GFI GENFARE/SPX CORPORATION,,,,,,
2011-292,MAILING SERVICES,"GO-DIRECT MAILING SERVICES, INC.",,,,,,
2011-294,MISCELLANEOUS VEHICLE ACCESSORIES AND INSTALLATION,"ALAMO INDUSTRIES, INC. dba ALAMO AUTO SUPPLY OF EL PASO, INC.",,,,,,
2011-295,BTOP CABLING,"INNOVATIVE PBX  SERVICES, INC. (IPS)",,,,,,
2011-296,FIREFIGHTING CHEMICALS - REBID,DACO FIRE EQUIPMENT ,,,,,,
2011-297,NORTHPARK MALL SITE DEMOLITION,BORDER DEMOLITION AND ENVIRONMENTAL INC.,,,,,,
2011-298,FIRST DEFENDER RMX S1,"FISHER SAFETY, A PART OF THERMO FISHER SCIENTIFIC",,,,,,
2011-299,INDUSTRIAL GASES & CYLINDER RENTALS,"THIS ADVERTISED AS A FORMAL BID, BUT WAS AWARDED AS AN INFORMAL BID - AWARDED TO AIRGAS SOUTHWEST, INC.",,,,,,
2011-303,TOLL COLLECTION SYSTEM UPGRADE,"THE REVENUE MARKETS, INC. (TRMI)",,,,,,
2011-304R,ASBESTOS ABATEMENT SERVICES,"V1-ROBLES & SONS, INC. dba ROBLES SERVICE GROUP & V2-SOUTHWEST ABATEMENT, INC. dba ENVIRONMENTAL RECONDITIONING, INC.",,,,,,
2011-305,SUPPLEMENTAL FOLIAR NUTRIENTS FOR SPORTS TURF,"TURFCARE OF TEXAS, LLC",,,,,,
2011-306,VHF-800 MHZ INTEROPERABLE DEVICES,"MOTOROLA SOLUTIONS, INC.",,,,,,
2011-307,RIVERBED CASCADE,"V1-EC AMERICA, INC., V2-NETDIRECT SYSTEMS, LLC",,,,,,
2011-308R,PERFORMANCE MANAGEMENT AND PERFORMANCE BASED BUDGETING CONSULTANT,"WEIDNER, INC.",,,,,,
2011-309,TOWING OF MOTOR VEHICLES,SUN CITY TOWING & RECOVERY,,,,,,
2011-310R,OPERATION AND MAINTENANCE OF CITY OF EL PASO POLICE DEPARTMENT MUNICIPAL VEHICLE STORAGE FACILITY,"ROD ROBERTSON ENTERPRISES, INC.",,,,,,
2011-311,"CRACK SEALANT MATERIAL, HOT APPLIED","PROFESSIONAL PAVEMENT PRODUCTS, INC.",,,,,,
2011-313,ROLLCALL SCHOOL SURVEILLANCE SOFTWARE,TALHO,,,,,,
2011-316R,COPIER REPRODUCTION SERVICES,APODACA GROUP dba ALPHAGRAPHICS,,,,,,
2011-317,COMPUTER HARDWARE AND RELATED ACCESSORIES,"DELL MARKETING, LLP",,,,,,
2011-318,REBUILT ELECTRICAL COMPONENTS,THE JANEK CORPORATION,,,,,,
2011-319,CLEVELAND SQUARE PARK IMPROVEMENTS,"KARLSRUHER, INC. dba CSA CONSTRUCTORS",,,,,,
2011-320,TRAFFIC SIGNAL COMPONENTS,"V1-GENERAL TRAFFIC EQUIPMENT CORPORATION, V2-PARADIGM TRAFFIC SYSTEMS, INC., V3-TRAFFIC PARTS, INC.",,,,,,
2011-321,TRAFFIC SIGNAL CABLES,TW CABLE LLC,,,,,,
2011-322,GUARDRAILS,"DIVERSIFIED HIGHWAY PRODUCTS AND SERVICES, LLC",,,,,,
2011-326,LA FE CENTER TECHNOLOGY EQUIPMENT,APPLE INC.,,,,,,
2011-328,LIGHT MAST INSTALLATION AT OLD MSC,KENDRICK ELECTRIC CORPORATION,,,,,,
2011-331,MEDICAL WASTE COLLECTION AND DISPOSAL SERVICES,"STERICYCLE, INC.",,,,,,
2011-333,SPECIAL USE FURNITURE FOR WIC CENTERS,VAL BROWN INTERIORS dba BROWN INTERIOR SOLUTIONS,,,,,,
2011-334,H.M.A.C. COURSE 2012-2013,"ASPHALT PAVERS, INC.",,,,,,
2011-335,A/C COMPRESSOR'S CARRIER TRANSICOLD & THERMO KING,"V1-MUNCIE RECLAMATION AND SUPPLY dba MUNCIE TRANSIT SUPPLY, V2-THERMO KING WEST",,,,,,
2011-336,BTOP WIRELESS ACCESS POINTS,"SIGMA SOLUTIONS, INC.",,,,,,
2011-337,TWC SERVICE ORDER,TW TELECOM (TIME WARNER),,,,,,
2011-340,SCRAP TIRE DISPOSAL,"TRES PESETAS, INC.",,,,,,
2011-341,HEAVY VEHICLE MECHANICAL REPAIRS & SERVICES,"V1-R.J. BORDER INTERNATIONAL TRUCKS, V2-RUSH TRUCK CENTERS OF TEXAS L.P. dba RUSH TRUCK CENTER OF EL PASO, V3-SIERRA MACHINERY, INC., V4-TOM GROWNEY EQUIPMENT INC., V5-WAGNER EQUIPMENT CO.",,,,,,
2011-342,BTOP MICROWAVE SYSTEM PHASE II,"ESI COMPANIES, INC.",,,,,,
2011-343,EPFD MATTRESSES,"HAGEMEYER NORTH AMERICA, INC.",,,,,,
2011-345,FIRE STATION AC RETROFIT PROJECTS,"PC AUTOMATED CONTROLS, INC.",,,,,,
2011-346,ELECTRONIC TICKETING HANDHELD DEVICES,BRAZOS TECHNOLOGY CORPORATION,,,,,,
2011-348,VETERINARY REFERENCE LABORATORY SERVICES,"VCA PROFESSIONAL ANIMAL LABORATORY, INC. dba ANTECH DIAGNOSTICS",,,,,,
2011-349,PEOPLESOFT HARDWARE,HEWLETT- PACKARD COMPANY,,,,,,
2011-350,"REGION 19 / #09-6417-FRAMING, DRYWALL, PAINTING AND RELATED FOR PAINTING AND MAINTAINING 85 SHELTERS","MIRADOR ENTERPRISES, INC.",,,,,,
2012-001,WASHER-EXTRACTOR AND APPLIANCE REPAIR SERVICES,ALL APPLIANCE REPAIR,,,,,,
2012-005,PAVING OF UNPAVED RIGHTS-OF-WAY 2012-13,"ASPHALT PAVERS, INC.",,,,,,
2012-007,AUTOMATED SIDE LOADERS,CHASTANG'S BAYOU CITY AUTOCAR,,,,,,
2012-008,OIL/WATER SEPARATOR CLEANING SERVICES,"SAFETY-KLEEN SYSTEMS, INC.",,,,,,
2012-009,ARC LICENSE AND MAINTENANCE,ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC. (ESRI),,,,,,
2012-010,FITNESS EQUIPMENT PREVENTATIVE MAINTENANCE AND REPAIR SERVICES,"TEAM MARATHON FITNESS, INC.",,,,,,
2012-011,ORACLE LICENSE AND SUPPORT,"ORACLE AMERICA, INC.",,,,,,
2012-012,PARKS UPGRADE 2011 PLAYGROUND EQUIPMENT AND SWINGS CITY WIDE,"KAIZEN CONSTRUCTION SERVICES, LLC",,,,,,
2012-014,STRESS MANAGEMENT SERVICES,"INTEGRITY EMPLOYEE ASSISTANCE, INC.",,,,,,
2012-017,THERMOPLASTIC STRIPING 2012,"ROADSAFE TRAFFIC SYSTEMS, INC.",,,,,,
2012-019,LANDFILL COMPACTOR,WAGNER EQUIPMENT COMPANY,,,,,,
2012-020,EL PASO ZOO ELEPHANT EXHIBIT PIPE TRAINING BARRIERS PROJECT,KARLSRUHER INC. dba CSA CONSTRUCTORS,,,,,,
2012-021,DIGITAL BOOK TECHNOLOGY AND SERVICES,"OVERDRIVE, INC.",,,,,,
2012-022,CITYWIDE INTERSECTION IMPROVEMENTS,"J.A.R. CONCRETE, INC.",,,,,,
2012-024,STREET RESURFACING 2012,"ASPHALT PAVERS, INC.",,,,,,
2012-025,800 MHZ TRUNKED SIMULCAST RADIO SYSTEM EQUIPMENT MAINTENANCE,"MOTOROLA SOLUTIONS, INC.",,,,,,
2012-026,EL PASO ZOO ELEPHANT EXHIBIT - DEMO YARD NEW HYDRAULIC GATE,"PRIDE GENERAL CONTRACTORS, LLC",,,,,,
2012-027,RIVERBED CASCADE APPLIANCE,"EC AMERICA, INC.",,,,,,
2012-029,"UPPER VALLEY ROAD STREET AND DRAINAGE IMPROVEMENTS PHASE 2, RE-BID","MARTINEZ BROS. CONTRACTORS, LLC",,,,,,
2012-030,FL03-11 FLEET SERVICE EQUIPMENT,"PERFORMANCE EQUIPMENT OF EL PASO, LOCAL DISTRIBUTOR DESIGNATED BY STERTIL-KONI",,,,,,
2012-031R,BENEFIT CONSULTING SERVICES,"V1: JDW INSURANCE
V2: HAY GROUP, INC.",,,,,,
2012-033,ELECTRONIC FLEET MANAGEMENT HARDWARE AND SOFTWARE,"ZONAR SYSTEMS, INC.",,,,,,
2012-034,"EOD ENHANCED MOBILITY SUITS (BOMB SUITS),  HELMETS, VISOR KIT, VEHICLE ACCESS KITS AND TRIPODS","ALLEN VANGUARD, INC.",,,,,,
2012-035,MAINTENANCE SERVICES FOR ILEADS SOFTWARE,INTERGRAPH CORPORATION,,,,,,
2012-036,MEDICAL SUPPLIES,MOORE MEDICAL LLC,,,,,,
2012-037,MEDICAL SUPPLIES II,"HENRY SCHEIN, INC.",,,,,,
2012-038R,SECURITY GUARD SERVICES FOR THE EL PASO INTERNATIONAL AIRPORT,"SHETLER & ASSOCIATES, LLC",,,,,,
2012-039,AUTOMOTIVE FUEL-DIESEL AND UNLEADED,"V1-C & R DISTRIBUTING, LLC, V2-TIGUA TRANSPORTATION, INC.",,,,,,
2012-040R,MANAGEMENT AND OPERATION TRANSIT AND LIFT SYSTEM,"(1) FIRST TRANSIT, INC.; (2) MV TRANSPORTATION",,,,,,
2012-041,MICRO-SURFACING 2012,"INTERMOUNTAIN SLURRY SEAL, INC.",,,,,,
2012-042,CARDIAC MONITORING AND DEFIBRILLATOR SUPPLIES,"PHYSIO-CONTROL, INC.",,,,,,
2012-043,(25) SKYCOP CAMERA ENCLOSURES WITH CAMERAS ,"ESI COMPANIES, INC.",,,,,,
2012-044,NETVISION MOBILE REMOTE MONITORING SURVEILLANCE TRAILERS AND CAMERAS,"MILLENIUM PRODUCTS, INC. (did not go to Council, issued a Purchase Order only per Deniese Baisley)",,,,,,
2012-045R,ANALYSIS OF AVAILABILITY/DEMAND FOR TYPE A ACCESSIBLE HOUSING IN THE CITY EL PASO,THE UNIVERSITY OF TEXAS AT EL PASO INSTITUTE FOR POLICY & ECONOMIC DEVELOPMENT,,,,,,
2012-047R,CONSULTANT SERVICES FOR EL PASO ZOO MASTER PLAN,"AMENDMENT A004 CANCELS BID, DATED 12-15-2011",,,,,,
2012-049,CUSTODIAL PAPER & RELATED FOR VARIOUS CITY FACILITIES (COOP),"V1-SOUTHWESTERN MILL DISTRIBUTORS, INC., V2-SPECTRUM PAPER COMPANIES, INC.",,,,,,
2012-050,JANITORIAL SERVICES - CITY HALL & VARIOUS CITY FACILITIES,"V1:TOTAL CLEANING SERVICES V2: FEDERAL JANITORIAL STG.LLC V3: ADEFTO BUILDING AND GROUNDS SVCS, INC. V4: MAIN BUILDING MAINTENANCE, INC. V5: JAKINSKY INTERNATIONAL ",,,,,,
2012-051,"MOTOR OIL, ANTIFREEZE, LUBRICANTS, TRANSMISSION AND HYDRAULIC OIL & FLUIDS","V1-WESTERN REFINING WHOLESALE, INC.; V2-TIGUA TRANSPORTATION INC.; V3-STEWART & STEVENSON POWER PRODUCTS, LLC; V4-BREWER OIL CO.; V5-THERMO FLUIDS, INC.",,,,,,
2012-055,YORK HVAC SYSTEMS-PROPRIETARY PARTS AND SERVICE,"JOHNSON CONTROLS, INC.",,,,,,
2012-056,JUNIPER NETWORK SWITCHES,"M&S TECHNOLOGIES, INC.",,,,,,
2012-061,HORIZONTAL GRINDER,VERMEER SALES SOUTHWEST,,,,,,
2012-062,JORGE MONTALVO PARK IRRIGATION,"MARTINEZ BROS. CONTRACTORS, LLC",,,,,,
2012-064R,"FULLY INSURED RETIREE GROUP MEDICAL AND PRESCRIPTION DRUG PLAN; FULLY INSURED GROUP MEDICARE ADVANTAGE PLANS; FULLY INSURED MEDICARE SUPPLEMENT PLAN F PLANS, FULLY INSURED MEDICARE PART D PLANS",AETNA LIFE INSURANCE CO, MEDCO HEALTH SOLUTIONS INC,,,,,
2012-066,THREE HILLS TRAIL LOOP,"REINEKE CONSTRUCTION, LLC",,,,,,
2012-067,AMMUNITION, PRECISION DELTA CORP.,,,,,,
